0	0

1161.94	0.00435601	-	1342	0.00518747	-	1344.02	0.00642236	-	1182.65	0.00559371	-	894.164	0.00663859	-	667.792	0.00601615	-	485.839	0.00313389	-	359.479	0.00453091	-	267.106	0.00304763	-	192.519	0.00367485	-	136.267	0.00259941	-	98.86	0.00275822	-	71.3863	0.00185133	-	53.8253	0.00129672	-	36.2598	0.00135221	-	
24.7395	0.00119483	-	2039.61	0.00703814	-	2278.15	0.00758636	-	2345.12	0.00838992	-	2131.49	0.00586808	-	1734.03	0.00486019	-	1287.61	0.00509057	-	933.309	0.00560637	-	700.641	0.00563718	-	504.918	0.00296596	-	365.51	0.00334904	-	262.628	0.00372159	-	192.389	0.00135379	-	137.455	0.000731339	-	108.871	0.000404193	-	
68.5006	0.000167124	-	45.7018	0.000188945	-	3819.86	0.0190751	-	4142.18	0.0135321	-	3916.36	0.0130012	-	3497.98	0.0100132	-	2927.06	0.00981468	-	2199.93	0.00674203	-	1620.01	0.00660488	-	1157.25	0.00330433	-	859.219	0.00295525	-	631.531	0.00305867	-	461.819	0.00189256	-	321.506	0.00159279	-	241.086	0.00141544	-	
177.918	0.000711258	-	118.775	0.0020062	-	77.6428	0.00122584	-	12059.2	0.0382283	-	11660.3	0.02607	-	9619.36	0.0187044	-	7710.87	0.00899014	-	6192.01	0.0069822	-	4673.68	0.0066665	-	3431.65	0.00476255	-	2513.45	0.00504899	-	1832.36	0.00438776	-	1332.57	0.00259723	-	988.157	0.0045458	-	717.962	0.00220167	-	
525.847	0.00161062	-	376.547	0.00117881	-	269.448	0.00109781	-	175.839	0.00159106	-	15107.7	0.0419344	-	14567.7	0.0298871	-	11899.1	0.0231373	-	9476.9	0.00937509	-	7474.35	0.00896322	-	5607.44	0.00752942	-	4113.05	0.00487903	-	3011.56	0.00542118	-	2222.54	0.00393385	-	1623.68	0.00179064	-	1188.43	0.00130431	-	
878.746	0.000432436	-	637.825	0.000250611	-	475.98	0.000458156	-	334.123	0.000366886	-	205.701	0.000138792	-	12053.9	0.0388107	-	11638.8	0.0193862	-	9639.16	0.0144606	-	7792.36	0.0137118	-	6173.23	0.00990852	-	4652.95	0.00798963	-	3422.33	0.00569803	-	2513.72	0.00487193	-	1830.26	0.00344148	-	1338.73	0.00361442	-	
979.074	0.00314169	-	718.763	0.00272208	-	509.654	0.00357061	-	378.088	0.00178006	-	275.311	0.00128465	-	183.945	0.00186007	-	3793.96	0.0178628	-	4123.17	0.0147474	-	3902.83	0.0127894	-	3483.77	0.0116186	-	2913.9	0.00782792	-	2180.42	0.00768723	-	1615.91	0.00370914	-	1166.07	0.00348861	-	876.035	0.00222692	-	
630.609	0.00314128	-	472.436	0.000998853	-	336.747	0.000897222	-	237.721	0.00152236	-	172.136	0.00160609	-	126.448	0.00104908	-	78.4748	0.00190933	-	2039.91	0.00893932	-	2275.42	0.0114959	-	2315.58	0.0087354	-	2125.88	0.00892628	-	1734.01	0.00767383	-	1274.99	0.00332164	-	964.489	0.00463573	-	704.427	0.00491192	-	
494.119	0.00293731	-	380.792	0.0044768	-	273.273	0.00268676	-	196.728	0.00237215	-	134.399	0.00119619	-	103.433	0.00120677	-	70.9414	0.00117925	-	42.8536	0.000834408	-	1164.57	0.00756661	-	1330.94	0.00883392	-	1322.56	0.00757742	-	1175.72	0.00582887	-	896.559	0.00593644	-	653.73	0.00442304	-	508.48	0.00217258	-	
359.338	0.00226543	-	263.046	0.00396463	-	186.884	0.00472497	-	143.202	0.00362302	-	107.991	0.00400053	-	74.5057	0.0025338	-	54.5064	0.00245318	-	37.0175	0.00151348	-	
