0	0

233.957	0.0011491	-	264.066	0.000470703	-	267.23	0.00094666	-	239.464	0.000571726	-	173.551	0.0021329	-	137.021	0.00114436	-	97.8005	0.000838897	-	71.4678	0.000669404	-	53.8806	0.000738251	-	38.9445	0.00111014	-	27.2216	0.000200255	-	18.4894	0.000257139	-	16.0426	0.000289729	-	10.288	9.65659e-05	-	7.19178	0.000144995	-	
5.80746	8.94281e-05	-	412.893	0.00187082	-	450.884	0.000619249	-	474.456	0.00218424	-	428.04	0.000944436	-	351.192	0.000235657	-	264.38	0.00116377	-	179.87	0.00107056	-	136.438	0.000649514	-	98.9207	0.000416009	-	77.7815	0.000476456	-	54.5072	0.000191428	-	39.4732	0	-	27.4257	0.000107193	-	22.5687	3.40309e-05	-	
14.1465	3.53046e-05	-	10.0958	0.00011292	-	764.558	0.0017999	-	834.464	0.00228085	-	786.387	0.00205856	-	693.287	0.00173546	-	577.728	0.00190292	-	444.729	0.00102885	-	320.841	0.00168848	-	232.298	0.00106645	-	172.483	0.00101689	-	126.751	0.0011447	-	99.0852	0.000601223	-	65.9776	0.000300639	-	49.6364	0.000124865	-	
37.8287	0.000116663	-	26.4465	0.000822447	-	16.1114	0.000148047	-	2419.46	0.00618988	-	2336.76	0.00318893	-	1898.4	0.00315636	-	1565.09	0.00158421	-	1215.32	0.00238993	-	936.325	0.00163673	-	685.541	0.000545919	-	510.592	0.00175414	-	374.455	0.000126506	-	273.231	0.000405566	-	198.437	0.000274078	-	148.481	0.000188402	-	
102.881	0.00011821	-	77.1415	0.000313568	-	54.3371	0.000402304	-	35.5673	0.000993608	-	3044.43	0.00637928	-	2932.46	0.00644793	-	2373.37	0.00448432	-	1891.63	0.00158762	-	1499.36	0.000572057	-	1126.04	0.000965623	-	827.214	0.0014149	-	608.528	0.000873223	-	457.749	0.0015531	-	330.736	0.000380022	-	237.375	0.00109847	-	
177.144	0.000432436	-	127.718	0.000250611	-	97.0641	0.000159928	-	71.4329	2.95046e-05	-	41.6853	0	-	2409.87	0.00485426	-	2317.66	0.00233697	-	1903.31	0.00190921	-	1554.5	0.00290066	-	1235.57	0.000655923	-	939.649	0.000512992	-	690.716	0.000698669	-	503.62	0.000966803	-	367.624	0.000960326	-	278.309	0.00053241	-	
199.714	0.000299187	-	144.662	0.000301882	-	96.4218	0.000335082	-	78.0146	0.000134374	-	55.8983	0.000306183	-	35.3077	0.000490323	-	781.478	0.00418016	-	829.276	0.00200519	-	788.8	0.00179954	-	686.152	0.00150056	-	577.612	0.0017254	-	429.594	0.000715994	-	320.792	0.000192785	-	235.053	0.000641032	-	176.015	0.000194807	-	
128.902	0.000422073	-	92.7881	0	-	66.9786	0	-	48.3405	0	-	33.3579	0	-	26.3754	0	-	16.8431	0	-	412.296	0.0022699	-	456.029	0.00251582	-	464.296	0.000847811	-	406.173	0.00196317	-	336.014	0.000139864	-	248.983	0.000484298	-	202.265	0.000891817	-	135.911	0.000432902	-	
99.8919	3.49071e-05	-	77.9368	0.000577254	-	53.7222	0.000217197	-	40.0676	0.000198161	-	28.8865	0.000214616	-	21.0028	0	-	13.3611	0	-	8.57197	0	-	236.866	0.000539103	-	261.919	0.0026834	-	263.066	0.000734751	-	221.217	0.000366295	-	176.004	0.00051673	-	130.782	0.00061997	-	102.994	0.000154334	-	
72.4477	0.000137782	-	47.1682	0.000432162	-	37.3599	0.00104898	-	24.6933	7.7361e-05	-	21.941	0	-	14.4208	0	-	12.9985	0	-	6.17012	0	-	
