0.0004221248	0.0004748363	0.0004274233	0.00048017	0.0005752902	0.0008184993	0.0008797712	0.001340125	0.00153428	0.0018660064	0.0015258722	0.0031742239	0.0028182735	0.003780527	0.0034343576	0.0063561527
0.0003967593	0.0003764624	0.0003881397	0.000301218	0.0003947055	0.0004842615	0.000580123	0.0008617367	0.000707603	0.0010581336	0.0013933088	0.0015855989	0.0009322181	0.000936018	0.0023097594	0.0028268348
0.0005421548	0.0004365147	0.0003618731	0.0002961417	0.0003102973	0.0003337566	0.000376847	0.0003342158	0.0002941281	0.0003589094	0.0006225197	0.0005840201	0.0005990063	0.000468251	0.0017497816	0.0016350585
0.0003274797	0.0002274189	0.0001956096	0.0001281164	0.000119818	0.0001461642	0.0001560921	0.0001700557	0.0002786245	0.0003099335	0.0004159419	0.000322303	0.0003498734	0.0003567565	0.000548725	0.0008004672
0.0003382226	0.000207521	0.0001879241	0.0001241724	0.0001320768	0.000149875	0.0001467164	0.0001771514	0.0001654364	0.0001890521	0.0001453119	0.0002151817	0.0001966229	0.0003685623	0.0004140066	0.0012286001
0.0003206429	0.0002048125	0.0001907645	0.00017968	0.000152763	0.0001799081	0.0001396663	0.0001651419	0.0002057771	0.0002530564	0.0003681362	0.0003342071	0.0006353301	0.0004194791	0.0006848092	0.001407767
0.0004782397	0.0004246558	0.0003814157	0.0003349857	0.0002753435	0.0003192007	0.0002804684	0.0003715693	0.0003078534	0.0004312015	0.0004470832	0.0002789143	0.000704174	0.0009751499	0.0010799645	0.0025175716
0.0004818122	0.0005096842	0.0004674792	0.0004331518	0.0004820455	0.000506994	0.0005792388	0.0008575406	0.0007934869	0.0010143358	0.0010448446	0.000951467	0.000582627	0.0014258151	0.0012589841	0.001617456
0.0005161195	0.0005375904	0.0004541022	0.000545284	0.0006831053	0.0008100997	0.0008810937	0.0008362097	0.0012096742	0.0020732314	0.0022939018	0.0032912513	0.0040047696	0.0045372857	0.0032512255	0.0050214973

